,LOCATION,TIME,Value,MEASURE
673,HUN,2001,286.49,NATUSD
674,HUN,2002,257.886667,NATUSD
675,HUN,2003,224.306667,NATUSD
676,HUN,2004,202.745833,NATUSD
677,HUN,2005,199.5825,NATUSD
678,HUN,2006,210.39,NATUSD
679,HUN,2007,183.625833,NATUSD
680,HUN,2008,172.113333,NATUSD
681,HUN,2009,202.341667,NATUSD
682,HUN,2010,207.944167,NATUSD
683,HUN,2011,201.055,NATUSD
684,HUN,2012,225.104167,NATUSD
685,HUN,2013,223.695,NATUSD
686,HUN,2014,232.601667,NATUSD
687,HUN,2015,279.3325,NATUSD
688,HUN,2016,281.523333,NATUSD
689,HUN,2017,274.433333,NATUSD
690,ISL,1950,0.1629,NATUSD
691,ISL,1951,0.1629,NATUSD
692,ISL,1952,0.1629,NATUSD
693,ISL,1953,0.1629,NATUSD
694,ISL,1954,0.1629,NATUSD
695,ISL,1955,0.1629,NATUSD
696,ISL,1956,0.1629,NATUSD
697,ISL,1957,0.162857,NATUSD
698,ISL,1958,0.162857,NATUSD
699,ISL,1959,0.162857,NATUSD
700,ISL,1960,0.36190500000000003,NATUSD
701,ISL,1961,0.400833,NATUSD
702,ISL,1962,0.43,NATUSD
703,ISL,1963,0.43,NATUSD
704,ISL,1964,0.43,NATUSD
705,ISL,1965,0.43,NATUSD
706,ISL,1966,0.43,NATUSD
707,ISL,1967,0.44166700000000003,NATUSD
708,ISL,1968,0.621667,NATUSD
709,ISL,1969,0.88,NATUSD
710,ISL,1970,0.88,NATUSD
711,ISL,1971,0.88,NATUSD
712,ISL,1972,0.882604,NATUSD
713,ISL,1973,0.901342,NATUSD
714,ISL,1974,0.999517,NATUSD
715,ISL,1975,1.53695,NATUSD
716,ISL,1976,1.8217169999999998,NATUSD
717,ISL,1977,1.9887,NATUSD
718,ISL,1978,2.7111080000000003,NATUSD
719,ISL,1979,3.5260000000000002,NATUSD
720,ISL,1980,4.797642,NATUSD
721,ISL,1981,7.224183,NATUSD
722,ISL,1982,12.351533,NATUSD
723,ISL,1983,24.842767000000002,NATUSD
724,ISL,1984,31.693741999999997,NATUSD
725,ISL,1985,41.507667,NATUSD
726,ISL,1986,41.104158,NATUSD
727,ISL,1987,38.677183,NATUSD
728,ISL,1988,43.013983,NATUSD
729,ISL,1989,57.041792,NATUSD
730,ISL,1990,58.283775,NATUSD
731,ISL,1991,58.996342000000006,NATUSD
732,ISL,1992,57.545933,NATUSD
733,ISL,1993,67.60318199999999,NATUSD
734,ISL,1994,69.944378,NATUSD
735,ISL,1995,64.69166700000001,NATUSD
736,ISL,1996,66.5,NATUSD
737,ISL,1997,70.904291,NATUSD
738,ISL,1998,70.958333,NATUSD
739,ISL,1999,72.33529300000001,NATUSD
740,ISL,2000,78.61594699999999,NATUSD
741,ISL,2001,97.424603,NATUSD
742,ISL,2002,91.66166700000001,NATUSD
743,ISL,2003,76.70898299999999,NATUSD
744,ISL,2004,70.19166700000001,NATUSD
745,ISL,2005,62.981667,NATUSD
746,ISL,2006,70.18,NATUSD
747,ISL,2007,64.055,NATUSD
748,ISL,2008,87.947917,NATUSD
749,ISL,2009,123.63838100000001,NATUSD
750,ISL,2010,122.24181100000001,NATUSD
751,ISL,2011,115.95403999999999,NATUSD
752,ISL,2012,125.08278700000001,NATUSD
753,ISL,2013,122.179121,NATUSD
754,ISL,2014,116.767353,NATUSD
755,ISL,2015,131.918708,NATUSD
756,ISL,2016,120.811548,NATUSD
757,ISL,2017,106.84403999999999,NATUSD
758,IRL,1950,0.453478,NATUSD
759,IRL,1951,0.453478,NATUSD
760,IRL,1952,0.453478,NATUSD
761,IRL,1953,0.453478,NATUSD
762,IRL,1954,0.453478,NATUSD
763,IRL,1955,0.453478,NATUSD
764,IRL,1956,0.453478,NATUSD
765,IRL,1957,0.453478,NATUSD
766,IRL,1958,0.453478,NATUSD
767,IRL,1959,0.453478,NATUSD
768,IRL,1960,0.453478,NATUSD
769,IRL,1961,0.453478,NATUSD
770,IRL,1962,0.453478,NATUSD
771,IRL,1963,0.453478,NATUSD
772,IRL,1964,0.453478,NATUSD
773,IRL,1965,0.453478,NATUSD
774,IRL,1966,0.453478,NATUSD
775,IRL,1967,0.459776,NATUSD
776,IRL,1968,0.529058,NATUSD
777,IRL,1969,0.529058,NATUSD
778,IRL,1970,0.529058,NATUSD
779,IRL,1971,0.5217609999999999,NATUSD
780,IRL,1972,0.508391,NATUSD
781,IRL,1973,0.51827,NATUSD
782,IRL,1974,0.543139,NATUSD
783,IRL,1975,0.573974,NATUSD
784,IRL,1976,0.706622,NATUSD
785,IRL,1977,0.727905,NATUSD
786,IRL,1978,0.6621739999999999,NATUSD
787,IRL,1979,0.620388,NATUSD
788,IRL,1980,0.617912,NATUSD
789,IRL,1981,0.788886,NATUSD
790,IRL,1982,0.894609,NATUSD
791,IRL,1983,1.02173,NATUSD
792,IRL,1984,1.171401,NATUSD
793,IRL,1985,1.200683,NATUSD
794,IRL,1986,0.943578,NATUSD
795,IRL,1987,0.8544280000000001,NATUSD
796,IRL,1988,0.833542,NATUSD
797,IRL,1989,0.895855,NATUSD
798,IRL,1990,0.7676689999999999,NATUSD
799,IRL,1991,0.7888850000000001,NATUSD
800,IRL,1992,0.746252,NATUSD
801,IRL,1993,0.859929,NATUSD
802,IRL,1994,0.848983,NATUSD
803,IRL,1995,0.791978,NATUSD
804,IRL,1996,0.793622,NATUSD
805,IRL,1997,0.8375739999999999,NATUSD
806,IRL,1998,0.8917,NATUSD
807,IRL,1999,0.938627,NATUSD
808,IRL,2000,1.085401,NATUSD
809,IRL,2001,1.11751,NATUSD
810,IRL,2002,1.062552,NATUSD
811,IRL,2003,0.886034,NATUSD
812,IRL,2004,0.805365,NATUSD
813,IRL,2005,0.80412,NATUSD
814,IRL,2006,0.797141,NATUSD
815,IRL,2007,0.730638,NATUSD
816,IRL,2008,0.682675,NATUSD
817,IRL,2009,0.719843,NATUSD
818,IRL,2010,0.755045,NATUSD
819,IRL,2011,0.719355,NATUSD
820,IRL,2012,0.7782939999999999,NATUSD
821,IRL,2013,0.753159,NATUSD
822,IRL,2014,0.753731,NATUSD
823,IRL,2015,0.901659,NATUSD
824,IRL,2016,0.904035,NATUSD
825,IRL,2017,0.8873969999999999,NATUSD
826,ITA,1950,0.32258400000000004,NATUSD
827,ITA,1951,0.322786,NATUSD
828,ITA,1952,0.322786,NATUSD
829,ITA,1953,0.322786,NATUSD
830,ITA,1954,0.322786,NATUSD
831,ITA,1955,0.322786,NATUSD
832,ITA,1956,0.322786,NATUSD
833,ITA,1957,0.322786,NATUSD
834,ITA,1958,0.322651,NATUSD
835,ITA,1959,0.320764,NATUSD
836,ITA,1960,0.322262,NATUSD
837,ITA,1961,0.322786,NATUSD
838,ITA,1962,0.322786,NATUSD
839,ITA,1963,0.322786,NATUSD
840,ITA,1964,0.322786,NATUSD
841,ITA,1965,0.322786,NATUSD
842,ITA,1966,0.322786,NATUSD
843,ITA,1967,0.322786,NATUSD
844,ITA,1968,0.322786,NATUSD
845,ITA,1969,0.322786,NATUSD
846,ITA,1970,0.322786,NATUSD
847,ITA,1971,0.320389,NATUSD
848,ITA,1972,0.301207,NATUSD
849,ITA,1973,0.301092,NATUSD
850,ITA,1974,0.335874,NATUSD
851,ITA,1975,0.33716799999999997,NATUSD
852,ITA,1976,0.42986499999999994,NATUSD
853,ITA,1977,0.455716,NATUSD
854,ITA,1978,0.43829799999999997,NATUSD
855,ITA,1979,0.429104,NATUSD
856,ITA,1980,0.44231800000000004,NATUSD
857,ITA,1981,0.58709,NATUSD
858,ITA,1982,0.698513,NATUSD
859,ITA,1983,0.78442,NATUSD
860,ITA,1984,0.9073950000000001,NATUSD
861,ITA,1985,0.986143,NATUSD
862,ITA,1986,0.769939,NATUSD
863,ITA,1987,0.6693640000000001,NATUSD
864,ITA,1988,0.672235,NATUSD
865,ITA,1989,0.708627,NATUSD
866,ITA,1990,0.618768,NATUSD
867,ITA,1991,0.6407229999999999,NATUSD
868,ITA,1992,0.636484,NATUSD
869,ITA,1993,0.8127310000000001,NATUSD
870,ITA,1994,0.832758,NATUSD
871,ITA,1995,0.841274,NATUSD
872,ITA,1996,0.796866,NATUSD
873,ITA,1997,0.879576,NATUSD
874,ITA,1998,0.896676,NATUSD
875,ITA,1999,0.938627,NATUSD
876,ITA,2000,1.085401,NATUSD
877,ITA,2001,1.11751,NATUSD
878,ITA,2002,1.062552,NATUSD
879,ITA,2003,0.886034,NATUSD
880,ITA,2004,0.805365,NATUSD
881,ITA,2005,0.80412,NATUSD
882,ITA,2006,0.797141,NATUSD
883,ITA,2007,0.730638,NATUSD
884,ITA,2008,0.682675,NATUSD
885,ITA,2009,0.719843,NATUSD
886,ITA,2010,0.755045,NATUSD
887,ITA,2011,0.719355,NATUSD
888,ITA,2012,0.7782939999999999,NATUSD
889,ITA,2013,0.753159,NATUSD
890,ITA,2014,0.753731,NATUSD
891,ITA,2015,0.901659,NATUSD
892,ITA,2016,0.904035,NATUSD
893,ITA,2017,0.8873969999999999,NATUSD
894,JPN,1950,361.1,NATUSD
895,JPN,1951,361.1,NATUSD
896,JPN,1952,361.1,NATUSD
897,JPN,1953,360.0,NATUSD
898,JPN,1954,360.0,NATUSD
899,JPN,1955,360.0,NATUSD
900,JPN,1956,360.0,NATUSD
901,JPN,1957,360.0,NATUSD
902,JPN,1958,360.0,NATUSD
903,JPN,1959,360.0,NATUSD
904,JPN,1960,360.0,NATUSD
905,JPN,1961,360.0,NATUSD
906,JPN,1962,360.0,NATUSD
907,JPN,1963,360.0,NATUSD
908,JPN,1964,360.0,NATUSD
909,JPN,1965,360.0,NATUSD
910,JPN,1966,360.0,NATUSD
911,JPN,1967,360.0,NATUSD
912,JPN,1968,360.0,NATUSD
913,JPN,1969,360.0,NATUSD
914,JPN,1970,360.0,NATUSD
915,JPN,1971,350.677694,NATUSD
916,JPN,1972,303.1725,NATUSD
917,JPN,1973,271.701667,NATUSD
918,JPN,1974,292.0825,NATUSD
919,JPN,1975,296.7875,NATUSD
920,JPN,1976,296.5525,NATUSD
921,JPN,1977,268.51,NATUSD
922,JPN,1978,210.441667,NATUSD
923,JPN,1979,219.14,NATUSD
924,JPN,1980,226.740833,NATUSD
925,JPN,1981,220.535833,NATUSD
926,JPN,1982,249.076667,NATUSD
927,JPN,1983,237.511667,NATUSD
928,JPN,1984,237.5225,NATUSD
929,JPN,1985,238.535833,NATUSD
930,JPN,1986,168.519833,NATUSD
931,JPN,1987,144.6375,NATUSD
932,JPN,1988,128.151667,NATUSD
933,JPN,1989,137.964417,NATUSD
934,JPN,1990,144.7925,NATUSD
935,JPN,1991,134.70666699999998,NATUSD
936,JPN,1992,126.65133300000001,NATUSD
937,JPN,1993,111.19778600000001,NATUSD
938,JPN,1994,102.207806,NATUSD
939,JPN,1995,94.059579,NATUSD
940,JPN,1996,108.77905700000001,NATUSD
941,JPN,1997,120.99086299999999,NATUSD
942,JPN,1998,130.905301,NATUSD
943,JPN,1999,113.906805,NATUSD
944,JPN,2000,107.765498,NATUSD
945,JPN,2001,121.528948,NATUSD
946,JPN,2002,125.388019,NATUSD
947,JPN,2003,115.93346399999999,NATUSD
948,JPN,2004,108.19256899999999,NATUSD
949,JPN,2005,110.21821200000001,NATUSD
950,JPN,2006,116.29931200000001,NATUSD
951,JPN,2007,117.753529,NATUSD
952,JPN,2008,103.359494,NATUSD
953,JPN,2009,93.570089,NATUSD
954,JPN,2010,87.779875,NATUSD
955,JPN,2011,79.80702,NATUSD
956,JPN,2012,79.79045500000001,NATUSD
957,JPN,2013,97.595658,NATUSD
958,JPN,2014,105.944781,NATUSD
959,JPN,2015,121.044026,NATUSD
960,JPN,2016,108.7929,NATUSD
961,JPN,2017,112.166141,NATUSD
962,KOR,1950,2.5,NATUSD
963,KOR,1951,6.0,NATUSD
964,KOR,1952,6.0,NATUSD
965,KOR,1953,18.0,NATUSD
966,KOR,1954,18.0,NATUSD
967,KOR,1955,50.0,NATUSD
968,KOR,1956,50.0,NATUSD
969,KOR,1957,50.0,NATUSD
970,KOR,1958,50.0,NATUSD
971,KOR,1959,50.0,NATUSD
972,KOR,1960,63.125,NATUSD
973,KOR,1961,124.79166699999999,NATUSD
974,KOR,1962,130.0,NATUSD
975,KOR,1963,130.0,NATUSD
976,KOR,1964,213.846667,NATUSD
977,KOR,1965,266.40083300000003,NATUSD
978,KOR,1966,271.3375,NATUSD
979,KOR,1967,270.516667,NATUSD
980,KOR,1968,276.645,NATUSD
981,KOR,1969,288.160833,NATUSD
982,KOR,1970,310.555833,NATUSD
983,KOR,1971,347.1475,NATUSD
984,KOR,1972,392.894167,NATUSD
985,KOR,1973,398.321667,NATUSD
986,KOR,1974,404.4725,NATUSD
987,KOR,1975,484.0,NATUSD
988,KOR,1976,484.0,NATUSD
989,KOR,1977,484.0,NATUSD
990,KOR,1978,484.0,NATUSD
991,KOR,1979,484.0,NATUSD
992,KOR,1980,607.4325,NATUSD
993,KOR,1981,681.028333,NATUSD
994,KOR,1982,731.084167,NATUSD
995,KOR,1983,775.748333,NATUSD
996,KOR,1984,805.975833,NATUSD
997,KOR,1985,870.02,NATUSD
998,KOR,1986,881.454167,NATUSD
999,KOR,1987,822.5675,NATUSD
1000,KOR,1988,731.468333,NATUSD
1001,KOR,1989,671.455833,NATUSD
1002,KOR,1990,707.764167,NATUSD
1003,KOR,1991,733.353333,NATUSD
1004,KOR,1992,780.650833,NATUSD
1005,KOR,1993,802.670833,NATUSD
1006,KOR,1994,803.445833,NATUSD
1007,KOR,1995,771.273333,NATUSD
1008,KOR,1996,804.453333,NATUSD
1009,KOR,1997,951.289167,NATUSD
1010,KOR,1998,1401.436667,NATUSD
1011,KOR,1999,1188.816667,NATUSD
1012,KOR,2000,1130.9575,NATUSD
1013,KOR,2001,1290.994583,NATUSD
1014,KOR,2002,1251.088333,NATUSD
1015,KOR,2003,1191.614167,NATUSD
1016,KOR,2004,1145.3191669999999,NATUSD
1017,KOR,2005,1024.116667,NATUSD
1018,KOR,2006,954.790516,NATUSD
1019,KOR,2007,929.257262,NATUSD
1020,KOR,2008,1102.046667,NATUSD
1021,KOR,2009,1276.93,NATUSD
1022,KOR,2010,1156.0609880000002,NATUSD
1023,KOR,2011,1108.292125,NATUSD
1024,KOR,2012,1126.470826,NATUSD
1025,KOR,2013,1094.852917,NATUSD
1026,KOR,2014,1052.960833,NATUSD
1027,KOR,2015,1131.1575,NATUSD
1028,KOR,2016,1160.433435,NATUSD
1029,KOR,2017,1130.4246210000001,NATUSD
1030,LUX,1950,1.239468,NATUSD
1031,LUX,1951,1.239468,NATUSD
1032,LUX,1952,1.239468,NATUSD
1033,LUX,1953,1.239468,NATUSD
1034,LUX,1954,1.239468,NATUSD
1035,LUX,1955,1.239468,NATUSD
1036,LUX,1956,1.239468,NATUSD
1037,LUX,1957,1.239468,NATUSD
1038,LUX,1958,1.239468,NATUSD
1039,LUX,1959,1.239468,NATUSD
1040,LUX,1960,1.239468,NATUSD
1041,LUX,1961,1.239468,NATUSD
1042,LUX,1962,1.239468,NATUSD
1043,LUX,1963,1.239468,NATUSD
1044,LUX,1964,1.239468,NATUSD
1045,LUX,1965,1.239468,NATUSD
1046,LUX,1966,1.239468,NATUSD
1047,LUX,1967,1.239468,NATUSD
1048,LUX,1968,1.239468,NATUSD
1049,LUX,1969,1.239468,NATUSD
1050,LUX,1970,1.239468,NATUSD
1051,LUX,1971,1.216091,NATUSD
1052,LUX,1972,1.091093,NATUSD
1053,LUX,1973,0.966202,NATUSD
1054,LUX,1974,0.9655819999999999,NATUSD
1055,LUX,1975,0.911726,NATUSD
1056,LUX,1976,0.956997,NATUSD
1057,LUX,1977,0.8885190000000001,NATUSD
1058,LUX,1978,0.780668,NATUSD
1059,LUX,1979,0.726791,NATUSD
1060,LUX,1980,0.724882,NATUSD
1061,LUX,1981,0.9204100000000001,NATUSD
1062,LUX,1982,1.1326399999999999,NATUSD
1063,LUX,1983,1.267521,NATUSD
1064,LUX,1984,1.432426,NATUSD
1065,LUX,1985,1.471942,NATUSD
1066,LUX,1986,1.1073879999999998,NATUSD
1067,LUX,1987,0.9254879999999999,NATUSD
1068,LUX,1988,0.9114629999999999,NATUSD
1069,LUX,1989,0.9768,NATUSD
1070,LUX,1990,0.8284090000000001,NATUSD
1071,LUX,1991,0.846513,NATUSD
1072,LUX,1992,0.7969649999999999,NATUSD
1073,LUX,1993,0.857625,NATUSD
1074,LUX,1994,0.829365,NATUSD
1075,LUX,1995,0.730791,NATUSD
1076,LUX,1996,0.767516,NATUSD
1077,LUX,1997,0.886812,NATUSD
1078,LUX,1998,0.8998200000000001,NATUSD
1079,LUX,1999,0.938627,NATUSD
1080,LUX,2000,1.085401,NATUSD
1081,LUX,2001,1.11751,NATUSD
1082,LUX,2002,1.062552,NATUSD
1083,LUX,2003,0.886034,NATUSD
1084,LUX,2004,0.805365,NATUSD
1085,LUX,2005,0.80412,NATUSD
1086,LUX,2006,0.797141,NATUSD
1087,LUX,2007,0.730638,NATUSD
1088,LUX,2008,0.682675,NATUSD
1089,LUX,2009,0.719843,NATUSD
1090,LUX,2010,0.755045,NATUSD
1091,LUX,2011,0.719355,NATUSD
1092,LUX,2012,0.7782939999999999,NATUSD
1093,LUX,2013,0.753159,NATUSD
1094,LUX,2014,0.753731,NATUSD
1095,LUX,2015,0.901659,NATUSD
1096,LUX,2016,0.904035,NATUSD
1097,LUX,2017,0.8873969999999999,NATUSD
1098,MEX,1950,8.65,NATUSD
1099,MEX,1951,8.65,NATUSD
1100,MEX,1952,8.65,NATUSD
1101,MEX,1953,8.65,NATUSD
1102,MEX,1954,12.5,NATUSD
1103,MEX,1955,12.5,NATUSD
1104,MEX,1956,12.5,NATUSD
1105,MEX,1957,0.0125,NATUSD
1106,MEX,1958,0.0125,NATUSD
1107,MEX,1959,0.0125,NATUSD
1108,MEX,1960,0.0125,NATUSD
1109,MEX,1961,0.0125,NATUSD
1110,MEX,1962,0.0125,NATUSD
1111,MEX,1963,0.0125,NATUSD
1112,MEX,1964,0.0125,NATUSD
1113,MEX,1965,0.0125,NATUSD
1114,MEX,1966,0.0125,NATUSD
1115,MEX,1967,0.0125,NATUSD
1116,MEX,1968,0.0125,NATUSD
1117,MEX,1969,0.0125,NATUSD
1118,MEX,1970,0.0125,NATUSD
1119,MEX,1971,0.0125,NATUSD
1120,MEX,1972,0.0125,NATUSD
1121,MEX,1973,0.0125,NATUSD
1122,MEX,1974,0.0125,NATUSD
1123,MEX,1975,0.0125,NATUSD
1124,MEX,1976,0.015425999999999999,NATUSD
1125,MEX,1977,0.022573,NATUSD
1126,MEX,1978,0.022767,NATUSD
1127,MEX,1979,0.022805000000000002,NATUSD
1128,MEX,1980,0.022951,NATUSD
1129,MEX,1981,0.024515000000000002,NATUSD
1130,MEX,1982,0.056402,NATUSD
1131,MEX,1983,0.120094,NATUSD
1132,MEX,1984,0.167828,NATUSD
1133,MEX,1985,0.256872,NATUSD
1134,MEX,1986,0.611773,NATUSD
1135,MEX,1987,1.378183,NATUSD
1136,MEX,1988,2.2731049999999997,NATUSD
1137,MEX,1989,2.461473,NATUSD
1138,MEX,1990,2.812599,NATUSD
1139,MEX,1991,3.01843,NATUSD
1140,MEX,1992,3.094898,NATUSD
1141,MEX,1993,3.115617,NATUSD
1142,MEX,1994,3.375117,NATUSD
1143,MEX,1995,6.419425,NATUSD
1144,MEX,1996,7.599448,NATUSD
1145,MEX,1997,7.9184600000000005,NATUSD
1146,MEX,1998,9.136042,NATUSD
1147,MEX,1999,9.560398,NATUSD
1148,MEX,2000,9.455558,NATUSD
1149,MEX,2001,9.342342,NATUSD
1150,MEX,2002,9.655958,NATUSD
1151,MEX,2003,10.789019,NATUSD
1152,MEX,2004,11.285967,NATUSD
1153,MEX,2005,10.897892,NATUSD
1154,MEX,2006,10.899242,NATUSD
1155,MEX,2007,10.928192,NATUSD
1156,MEX,2008,11.129717,NATUSD
1157,MEX,2009,13.513475,NATUSD
1158,MEX,2010,12.636008,NATUSD
1159,MEX,2011,12.423325,NATUSD
1160,MEX,2012,13.169457999999999,NATUSD
1161,MEX,2013,12.771992,NATUSD
1162,MEX,2014,13.29245,NATUSD
1163,MEX,2015,15.848267000000002,NATUSD
1164,MEX,2016,18.664057999999997,NATUSD
1165,MEX,2017,18.926517,NATUSD
1166,NLD,1950,1.7243650000000001,NATUSD
1167,NLD,1951,1.7243650000000001,NATUSD
1168,NLD,1952,1.7243650000000001,NATUSD
1169,NLD,1953,1.7243650000000001,NATUSD
1170,NLD,1954,1.7243650000000001,NATUSD
1171,NLD,1955,1.7243650000000001,NATUSD
1172,NLD,1956,1.7243650000000001,NATUSD
1173,NLD,1957,1.7243650000000001,NATUSD
1174,NLD,1958,1.7243650000000001,NATUSD
1175,NLD,1959,1.7243650000000001,NATUSD
1176,NLD,1960,1.7243650000000001,NATUSD
1177,NLD,1961,1.656298,NATUSD
1178,NLD,1962,1.642684,NATUSD
1179,NLD,1963,1.642684,NATUSD
1180,NLD,1964,1.642684,NATUSD
1181,NLD,1965,1.642684,NATUSD
1182,NLD,1966,1.642684,NATUSD
1183,NLD,1967,1.642684,NATUSD
1184,NLD,1968,1.642684,NATUSD
1185,NLD,1969,1.642684,NATUSD
1186,NLD,1970,1.642684,NATUSD
1187,NLD,1971,1.595982,NATUSD
1188,NLD,1972,1.456408,NATUSD
1189,NLD,1973,1.268565,NATUSD
1190,NLD,1974,1.219935,NATUSD
1191,NLD,1975,1.147606,NATUSD
1192,NLD,1976,1.199768,NATUSD
1193,NLD,1977,1.11369,NATUSD
1194,NLD,1978,0.981791,NATUSD
1195,NLD,1979,0.9102790000000001,NATUSD
1196,NLD,1980,0.9021680000000001,NATUSD
1197,NLD,1981,1.132272,NATUSD
1198,NLD,1982,1.2116879999999999,NATUSD
1199,NLD,1983,1.295145,NATUSD
1200,NLD,1984,1.456037,NATUSD
1201,NLD,1985,1.5071860000000001,NATUSD
1202,NLD,1986,1.111773,NATUSD
1203,NLD,1987,0.9192229999999999,NATUSD
1204,NLD,1988,0.896934,NATUSD
1205,NLD,1989,0.962349,NATUSD
1206,NLD,1990,0.826307,NATUSD
1207,NLD,1991,0.848418,NATUSD
1208,NLD,1992,0.7979569999999999,NATUSD
1209,NLD,1993,0.842808,NATUSD
1210,NLD,1994,0.8258780000000001,NATUSD
1211,NLD,1995,0.7286239999999999,NATUSD
1212,NLD,1996,0.765027,NATUSD
1213,NLD,1997,0.8854479999999999,NATUSD
1214,NLD,1998,0.9001790000000001,NATUSD
1215,NLD,1999,0.938627,NATUSD
1216,NLD,2000,1.085401,NATUSD
1217,NLD,2001,1.11751,NATUSD
1218,NLD,2002,1.062552,NATUSD
1219,NLD,2003,0.886034,NATUSD
1220,NLD,2004,0.805365,NATUSD
1221,NLD,2005,0.80412,NATUSD
1222,NLD,2006,0.797141,NATUSD
1223,NLD,2007,0.730638,NATUSD
1224,NLD,2008,0.682675,NATUSD
1225,NLD,2009,0.719843,NATUSD
1226,NLD,2010,0.755045,NATUSD
1227,NLD,2011,0.719355,NATUSD
1228,NLD,2012,0.7782939999999999,NATUSD
1229,NLD,2013,0.753159,NATUSD
1230,NLD,2014,0.753731,NATUSD
1231,NLD,2015,0.901659,NATUSD
1232,NLD,2016,0.904035,NATUSD
1233,NLD,2017,0.8873969999999999,NATUSD
1234,NZL,1950,0.714288,NATUSD
1235,NZL,1951,0.714288,NATUSD
1236,NZL,1952,0.714288,NATUSD
1237,NZL,1953,0.714288,NATUSD
1238,NZL,1954,0.714288,NATUSD
1239,NZL,1955,0.714288,NATUSD
1240,NZL,1956,0.714288,NATUSD
1241,NZL,1957,0.714288,NATUSD
1242,NZL,1958,0.714288,NATUSD
1243,NZL,1959,0.714288,NATUSD
1244,NZL,1960,0.714288,NATUSD
1245,NZL,1961,0.715514,NATUSD
1246,NZL,1962,0.719194,NATUSD
1247,NZL,1963,0.719194,NATUSD
1248,NZL,1964,0.719194,NATUSD
1249,NZL,1965,0.719194,NATUSD
1250,NZL,1966,0.719194,NATUSD
1251,NZL,1967,0.733666,NATUSD
1252,NZL,1968,0.892857,NATUSD
1253,NZL,1969,0.892857,NATUSD
1254,NZL,1970,0.892857,NATUSD
1255,NZL,1971,0.8806069999999999,NATUSD
1256,NZL,1972,0.83668,NATUSD
1257,NZL,1973,0.736812,NATUSD
1258,NZL,1974,0.715403,NATUSD
1259,NZL,1975,0.832307,NATUSD
1260,NZL,1976,1.004889,NATUSD
1261,NZL,1977,1.0303120000000001,NATUSD
1262,NZL,1978,0.964425,NATUSD
1263,NZL,1979,0.9785020000000001,NATUSD
1264,NZL,1980,1.02668,NATUSD
1265,NZL,1981,1.152795,NATUSD
1266,NZL,1982,1.332608,NATUSD
1267,NZL,1983,1.496773,NATUSD
1268,NZL,1984,1.7639919999999998,NATUSD
1269,NZL,1985,2.023372,NATUSD
1270,NZL,1986,1.9131610000000001,NATUSD
1271,NZL,1987,1.694561,NATUSD
1272,NZL,1988,1.5264010000000001,NATUSD
1273,NZL,1989,1.672148,NATUSD
1274,NZL,1990,1.6762029999999999,NATUSD
1275,NZL,1991,1.733514,NATUSD
1276,NZL,1992,1.861792,NATUSD
1277,NZL,1993,1.850513,NATUSD
1278,NZL,1994,1.686522,NATUSD
1279,NZL,1995,1.5238770000000001,NATUSD
1280,NZL,1996,1.454848,NATUSD
1281,NZL,1997,1.512421,NATUSD
1282,NZL,1998,1.8682490000000003,NATUSD
1283,NZL,1999,1.889614,NATUSD
1284,NZL,2000,2.201149,NATUSD
1285,NZL,2001,2.378751,NATUSD
1286,NZL,2002,2.162191,NATUSD
1287,NZL,2003,1.7220990000000003,NATUSD
1288,NZL,2004,1.508681,NATUSD
1289,NZL,2005,1.420273,NATUSD
1290,NZL,2006,1.5420559999999999,NATUSD
1291,NZL,2007,1.360675,NATUSD
1292,NZL,2008,1.422727,NATUSD
1293,NZL,2009,1.600877,NATUSD
1294,NZL,2010,1.387834,NATUSD
1295,NZL,2011,1.265811,NATUSD
1296,NZL,2012,1.234284,NATUSD
1297,NZL,2013,1.219408,NATUSD
1298,NZL,2014,1.205433,NATUSD
1299,NZL,2015,1.433975,NATUSD
1300,NZL,2016,1.436525,NATUSD
1301,NZL,2017,1.407429,NATUSD
1302,NOR,1950,7.142860000000001,NATUSD
1303,NOR,1951,7.142860000000001,NATUSD
1304,NOR,1952,7.142860000000001,NATUSD
1305,NOR,1953,7.142860000000001,NATUSD
1306,NOR,1954,7.142860000000001,NATUSD
1307,NOR,1955,7.142860000000001,NATUSD
1308,NOR,1956,7.142860000000001,NATUSD
1309,NOR,1957,7.142860000000001,NATUSD
1310,NOR,1958,7.142860000000001,NATUSD
1311,NOR,1959,7.142860000000001,NATUSD
1312,NOR,1960,7.142860000000001,NATUSD
1313,NOR,1961,7.142860000000001,NATUSD
1314,NOR,1962,7.142860000000001,NATUSD
1315,NOR,1963,7.142860000000001,NATUSD
1316,NOR,1964,7.142860000000001,NATUSD
1317,NOR,1965,7.142860000000001,NATUSD
1318,NOR,1966,7.142860000000001,NATUSD
1319,NOR,1967,7.142860000000001,NATUSD
1320,NOR,1968,7.142860000000001,NATUSD
1321,NOR,1969,7.142860000000001,NATUSD
1322,NOR,1970,7.142860000000001,NATUSD
1323,NOR,1971,7.055905,NATUSD
1324,NOR,1972,6.588249,NATUSD
1325,NOR,1973,5.765833,NATUSD
1326,NOR,1974,5.539708,NATUSD
1327,NOR,1975,5.226942,NATUSD
1328,NOR,1976,5.456517,NATUSD
1329,NOR,1977,5.3235,NATUSD
1330,NOR,1978,5.24225,NATUSD
1331,NOR,1979,5.064067,NATUSD
1332,NOR,1980,4.939225,NATUSD
1333,NOR,1981,5.739508,NATUSD
